Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Bilans Alimentaires (2010-)","Nouvelle-Calédonie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Nouvelle-Zélande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Nouvelle-Zélande","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","223"
"Bilans Alimentaires (2010-)","Oman","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","115"
"Bilans Alimentaires (2010-)","Oman","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","113"
"Bilans Alimentaires (2010-)","Ouganda","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Ouganda","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","68"
"Bilans Alimentaires (2010-)","Ouzbékistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","21"
"Bilans Alimentaires (2010-)","Ouzbékistan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","80"
"Bilans Alimentaires (2010-)","Pakistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Pakistan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1064"
"Bilans Alimentaires (2010-)","Panama","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","22"
"Bilans Alimentaires (2010-)","Panama","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","246"
"Bilans Alimentaires (2010-)","Papouasie-Nouvelle-Guinée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Papouasie-Nouvelle-Guinée","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","34"
"Bilans Alimentaires (2010-)","Paraguay","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Paraguay","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","72"
"Bilans Alimentaires (2010-)","Pays-Bas","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","602"
"Bilans Alimentaires (2010-)","Pays-Bas","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","149"
"Bilans Alimentaires (2010-)","Pérou","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","71"
"Bilans Alimentaires (2010-)","Pérou","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1710"
"Bilans Alimentaires (2010-)","Philippines","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","306"
"Bilans Alimentaires (2010-)","Philippines","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1437"
"Bilans Alimentaires (2010-)","Pologne","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","88"
"Bilans Alimentaires (2010-)","Pologne","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1159"
"Bilans Alimentaires (2010-)","Polynésie française","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Polynésie française","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Portugal","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","90"
"Bilans Alimentaires (2010-)","Portugal","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","335"
"Bilans Alimentaires (2010-)","République arabe syrienne","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","République arabe syrienne","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","137"
"Bilans Alimentaires (2010-)","République centrafricaine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","République centrafricaine","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","République de Corée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","185"
"Bilans Alimentaires (2010-)","République de Corée","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1085"
"Bilans Alimentaires (2010-)","République de Moldova","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","République de Moldova","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","67"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","130"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","140"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","40"
"Bilans Alimentaires (2010-)","République dominicaine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","54"
"Bilans Alimentaires (2010-)","République dominicaine","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","409"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","41"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","86"
"Bilans Alimentaires (2010-)","Roumanie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","130"
"Bilans Alimentaires (2010-)","Roumanie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","466"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","798"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","2336"
"Bilans Alimentaires (2010-)","Rwanda","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Rwanda","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","21"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","5"
"Bilans Alimentaires (2010-)","Sainte-Lucie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Saint-Kitts-et-Nevis","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","8"
"Bilans Alimentaires (2010-)","Saint-Vincent-et-les Grenadines","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","9"
"Bilans Alimentaires (2010-)","Samoa","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Samoa","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Sao Tomé-et-Principe","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Sénégal","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sénégal","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","115"
"Bilans Alimentaires (2010-)","Serbie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","17"
"Bilans Alimentaires (2010-)","Serbie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","112"
"Bilans Alimentaires (2010-)","Seychelles","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","3"
"Bilans Alimentaires (2010-)","Seychelles","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Sierra Leone","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","20"
"Bilans Alimentaires (2010-)","Sierra Leone","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","32"
"Bilans Alimentaires (2010-)","Slovaquie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","104"
"Bilans Alimentaires (2010-)","Slovaquie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","96"
"Bilans Alimentaires (2010-)","Slovénie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","Slovénie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","50"
"Bilans Alimentaires (2010-)","Soudan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Soudan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","56"
"Bilans Alimentaires (2010-)","Sri Lanka","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","0"
"Bilans Alimentaires (2010-)","Sri Lanka","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","188"
"Bilans Alimentaires (2010-)","Suède","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","84"
"Bilans Alimentaires (2010-)","Suède","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","239"
"Bilans Alimentaires (2010-)","Suisse","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","45"
"Bilans Alimentaires (2010-)","Suisse","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","149"
"Bilans Alimentaires (2010-)","Suriname","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","19"
"Bilans Alimentaires (2010-)","Suriname","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Tadjikistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","12"
"Bilans Alimentaires (2010-)","Tadjikistan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","38"
"Bilans Alimentaires (2010-)","Tchad","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","2"
"Bilans Alimentaires (2010-)","Tchad","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","7"
"Bilans Alimentaires (2010-)","Tchéquie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","116"
"Bilans Alimentaires (2010-)","Tchéquie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","259"
"Bilans Alimentaires (2010-)","Thaïlande","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Thaïlande","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","894"
"Bilans Alimentaires (2010-)","Timor-Leste","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Timor-Leste","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","11"
"Bilans Alimentaires (2010-)","Togo","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Togo","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","68"
"Bilans Alimentaires (2010-)","Trinité-et-Tobago","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","25"
"Bilans Alimentaires (2010-)","Trinité-et-Tobago","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","89"
"Bilans Alimentaires (2010-)","Tunisie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Tunisie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","203"
"Bilans Alimentaires (2010-)","Turkménistan","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","13"
"Bilans Alimentaires (2010-)","Turkménistan","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","30"
"Bilans Alimentaires (2010-)","Turquie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","44"
"Bilans Alimentaires (2010-)","Turquie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1723"
"Bilans Alimentaires (2010-)","Ukraine","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","86"
"Bilans Alimentaires (2010-)","Ukraine","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1199"
"Bilans Alimentaires (2010-)","Uruguay","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","6"
"Bilans Alimentaires (2010-)","Uruguay","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","34"
"Bilans Alimentaires (2010-)","Vanuatu","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Vanuatu","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","4"
"Bilans Alimentaires (2010-)","Venezuela (République bolivarienne du)","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","428"
"Bilans Alimentaires (2010-)","Viet Nam","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","203"
"Bilans Alimentaires (2010-)","Viet Nam","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","1256"
"Bilans Alimentaires (2010-)","Yémen","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","140"
"Bilans Alimentaires (2010-)","Yémen","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","352"
"Bilans Alimentaires (2010-)","Zambie","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","23"
"Bilans Alimentaires (2010-)","Zambie","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","65"
"Bilans Alimentaires (2010-)","Zimbabwe","Importations - Quantité","Viande de Volailles","2019","Milliers de tonnes","1"
"Bilans Alimentaires (2010-)","Zimbabwe","Disponibilité intérieure","Viande de Volailles","2019","Milliers de tonnes","54"
